Zip,Winner,RentBefore,RentAfter,RentLowered,Complainer,Year,End,Code,Lat,Lon
1062EV,Complainer,,,,Huurder,2019,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2019,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2019,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2019,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2019,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2019,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2019,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2019,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,,,,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,"560,00","322,84",,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,"560,00","322,84",,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,"570,00","562,88",,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,"632,43","375,83",,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,"574,00","337,27",,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,"574,00","337,27",,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,"632,43","361,37",,Huurder,2021,EV,1062,52.3498,4.839
1062EV,Complainer,"584,25","474,78",,Huurder,2021,EV,1062,52.3498,4.839
3145NH,Complainer,"557,1","334,26",,Huurder,2018,NH,3145,51.9319,4.2378
2717GD,Complainer,"432,47","540,59",,Verhuurder,2018,GD,2717,52.0694,4.4801
2717GD,Complainer,"711,83","569,46",,Huurder,2019,GD,2717,52.0694,4.4801
2613ZS,Defendant,"757,83","757,83",,Huurder,2018,ZS,2613,52.0159,4.3447
3119CH,Defendant,,,,Huurder,2018,CH,3119,51.9213,4.3956
5912KR,Defendant,508,508,,Huurder,2018,KR,5912,51.3605,6.1702
3033VK,Defendant,"513,69","513,69",,Huurder,2018,VK,3033,51.9291,4.4678
2312NK,Defendant,"630,65","630,65",,Huurder,2018,NK,2312,52.1599,4.5015
7041AV,Defendant,"598,12","598,12",,Huurder,2018,AV,7041,51.8722,6.2484
7041AV,Defendant,,,,Huurder,2019,AV,7041,51.8722,6.2484
1018ET,Complainer,"322,82","96,86",,Huurder,2018,ET,1018,52.3615,4.9059
1018ET,Defendant,"615,22",,,Huurder,2021,ET,1018,52.3615,4.9059
3511HM,Defendant,800,800,,Huurder,2018,HM,3511,52.0838,5.1189
3511HM,Complainer,800,440,,Huurder,2018,HM,3511,52.0838,5.1189
3511HM,Complainer,800,440,,Huurder,2018,HM,3511,52.0838,5.1189
2565JV,Complainer,"495,14","297,08",,Huurder,2018,JV,2565,52.0778,4.2724
2713SK,Complainer,,,,Huurder,2018,SK,2713,52.056,4.4883
5014EG,Complainer,,,,Huurder,2018,EG,5014,51.5627,5.0934
8162CA,Defendant,"330,41","330,41",,Huurder,2018,CA,8162,52.3556,5.9831
3564CA,Complainer,800,"289,33",,Huurder,2018,CA,3564,52.1224,5.1123
7325PW,Defendant,,,,Huurder,2018,PW,7325,52.2124,6.0128
5261BB,Complainer,1000,550,,Huurder,2018,BB,5261,51.665,5.2951
5261BB,Complainer,,,,Huurder,2021,BB,5261,51.665,5.2951
1187BS,Defendant,,,,Huurder,2018,BS,1187,52.2904,4.8303
3083GN,Complainer,,,,Huurder,2018,GN,3083,51.89,4.4755
3022SH,Defendant,500,500,,Huurder,2018,SH,3022,51.9192,4.4484
1507BM,Defendant,"710,68","710,68",,Huurder,2018,BM,1507,52.4316,4.8031
1507BM,Complainer,,,,Huurder,2021,BM,1507,52.4316,4.8031
1072CH,Defendant,,,,Huurder,2018,CH,1072,52.3556,4.8891
3063AT,Complainer,480,"293,45",,Huurder,2018,AT,3063,51.9188,4.5092
3063AT,Defendant,"430,00","430,00",,Huurder,2019,AT,3063,51.9188,4.5092
2546TX,Complainer,"537,57","322,54",,Huurder,2018,TX,2546,52.059,4.2772
1091RP,Complainer,"295,53","236,42",,Huurder,2018,RP,1091,52.3586,4.9074
1063CG,Complainer,715,"631,97",,Huurder,2018,CG,1063,52.3839,4.8349
7204HB,Defendant,"402,95","440,45",,Huurder,2018,HB,7204,52.1363,6.2057
3035KM,Defendant,"483,56","483,56",,Huurder,2018,KM,3035,51.9337,4.4863
3035KM,Complainer,"187,97","469,93",,Verhuurder,2020,KM,3035,51.9337,4.4863
3067EZ,Complainer,"457,27","137,18",,Huurder,2018,EZ,3067,51.9478,4.5596
3067EZ,Complainer,"557,36","278,68",,Huurder,2020,EZ,3067,51.9478,4.5596
1354HR,Defendant,"680,63","680,63",,Huurder,2018,HR,1354,52.3368,5.2203
1065XV,Complainer,1500,"657,91",,Huurder,2018,XV,1065,52.3637,4.831
1056SM,Complainer,"551,49","220,6",,Huurder,2018,SM,1056,52.3711,4.8537
2316HE,Defendant,695,"590,51",,Huurder,2018,HE,2316,52.1644,4.4993
7325EV,Defendant,"588,44","588,44",,Huurder,2018,EV,7325,52.2193,6.0122
8101AS,Defendant,"751,91","751,91",,Huurder,2018,AS,8101,52.3852,6.2632
3067KS,Complainer,"679,21","271,68",,Huurder,2018,KS,3067,51.9431,4.5371
3067KS,Complainer,"572,37","343,42",,Huurder,2018,KS,3067,51.9431,4.5371
3067KS,Complainer,"679,21","512,73",,Huurder,2018,KS,3067,51.9431,4.5371
8121ZP,Defendant,"486,86","486,86",,Huurder,2018,ZP,8121,52.344,6.1136
3085PC,Complainer,"577,21","519,49",,Huurder,2018,PC,3085,51.8709,4.4807
3085PC,Complainer,"682,86","614,57",,Huurder,2018,PC,3085,51.8709,4.4807
3085PC,Complainer,"583,56","525,2",,Huurder,2018,PC,3085,51.8709,4.4807
3085PC,Defendant,"769,00",,,Huurder,2022,PC,3085,51.8709,4.4807
4793HH,Defendant,"514,1","514,1",,Huurder,2018,HH,4793,51.6375,4.4755
1013MN,Complainer,,,,Huurder,2018,MN,1013,52.3872,4.8846
1013MN,Complainer,,,,Huurder,2018,MN,1013,52.3872,4.8846
1013MN,Complainer,,,,Huurder,2018,MN,1013,52.3872,4.8846
1013MN,Complainer,,,,Huurder,2019,MN,1013,52.3872,4.8846
1013MN,Complainer,,,,Huurder,2020,MN,1013,52.3872,4.8846
1013MN,Complainer,,,,Huurder,2020,MN,1013,52.3872,4.8846
3051ET,Complainer,"414,03","414,03",,Huurder,2018,ET,3051,51.9434,4.4773
1115TD,Complainer,,,,Huurder,2018,TD,1115,52.3332,4.9357
2563SG,Complainer,725,"554,22",,Huurder,2018,SG,2563,52.0701,4.2718
3514TR,Complainer,320,128,,Huurder,2018,TR,3514,52.0996,5.1201
2513VX,Complainer,"478,68","191,47",,Huurder,2018,VX,2513,52.0778,4.3
2513VX,Complainer,"620,91","372,55",,Huurder,2020,VX,2513,52.0778,4.3
3061PR,Complainer,,,,Huurder,2018,PR,3061,51.9264,4.5052
3553TC,Complainer,235,"155,88",,Huurder,2018,TC,3553,52.1079,5.0905
3514CS,Complainer,"571,2","342,72",,Huurder,2018,CS,3514,52.0984,5.1201
3562JV,Complainer,375,277,,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,355,"299,58",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,350,277,,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,370,"336,53",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,400,"233,92",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,550,"428,86",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,315,"221,66",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,315,"229,83",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Defendant,315,315,,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,350,"289,33",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,315,"229,83",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Defendant,385,385,,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,355,"299,58",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,350,"299,58",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,"266,4","106,56",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Defendant,315,315,,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,315,"213,41",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Defendant,350,350,,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,350,277,,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,350,"299,58",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,350,"283,19",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,315,"229,83",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Defendant,355,355,,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,475,"438,43",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,395,"299,58",,Huurder,2018,JV,3562,52.1138,5.1126
3562JV,Complainer,"350,00","293,38",,Huurder,2019,JV,3562,52.1138,5.1126
3562JV,Complainer,,,,Huurder,2019,JV,3562,52.1138,5.1126
1091RA,Defendant,"409,57","409,57",,Huurder,2018,RA,1091,52.3551,4.9082
6828XN,Defendant,1025,1025,,Huurder,2018,XN,6828,51.9797,5.9331
6828XN,Complainer,"719,6","431,76",,Huurder,2019,XN,6828,51.9797,5.9331
6828XN,Defendant,"719,60","719,60",,Huurder,2019,XN,6828,51.9797,5.9331
3582GC,Complainer,"450,35","295,5",,Huurder,2018,GC,3582,52.0759,5.137
2253SM,Defendant,820,820,,Huurder,2018,SM,2253,52.1362,4.4528
4464BX,Defendant,"537,71","537,71",,Huurder,2018,BX,4464,51.5142,3.9067
7314GE,Defendant,"600,87","600,87",,Huurder,2018,GE,7314,52.2251,5.9452
3521VE,Complainer,"400,96","240,58",,Huurder,2018,VE,3521,52.082,5.1124
4645EH,Complainer,"811,74","324,7",,Huurder,2018,EH,4645,51.3601,4.3984
2548HH,Defendant,1196,"1223,1",,Huurder,2018,HH,2548,52.0304,4.2892
9718JG,Complainer,,,,Huurder,2018,JG,9718,53.2176,6.5519
9718JG,Complainer,,,,Huurder,2018,JG,9718,53.2176,6.5519
4702EA,Defendant,"414,02","414,02",,Huurder,2018,EA,4702,51.5308,4.4686
2511ED,Complainer,369,"147,6",,Huurder,2018,ED,2511,52.0799,4.3171
1211JD,Complainer,"779,47","311,79",,Huurder,2018,JD,1211,52.2229,5.1696
5011MG,Defendant,"645,85","645,85",,Huurder,2018,MG,5011,51.5887,5.0831
7201JA,Defendant,870,870,,Huurder,2018,JA,7201,52.1416,6.192
4707KT,Defendant,"745,64","745,64",,Huurder,2018,KT,4707,51.5154,4.4581
3202TE,Defendant,"573,22","573,22",,Huurder,2018,TE,3202,51.8575,4.3098
3553CR,Complainer,,,,Huurder,2018,CR,3553,52.1099,5.0856
3553CR,Complainer,"203,50","81,40",,Huurder,2019,CR,3553,52.1099,5.0856
3553CR,Complainer,"203,50","81,40",,Huurder,2019,CR,3553,52.1099,5.0856
3553CR,Complainer,"137,50","55,00",,Huurder,2019,CR,3553,52.1099,5.0856
3553CR,Complainer,"288,75","115,50",,Huurder,2019,CR,3553,52.1099,5.0856
3553CR,Complainer,"370,00","210,18",,Huurder,2019,CR,3553,52.1099,5.0856
3553CR,Complainer,"250,00","93,67",,Huurder,2019,CR,3553,52.1099,5.0856
3553CR,Complainer,,,,Huurder,2020,CR,3553,52.1099,5.0856
5037DK,Complainer,710,"609,29",,Huurder,2018,DK,5037,51.5608,5.0517
5037DK,Complainer,,,,Huurder,2020,DK,5037,51.5608,5.0517
2513CP,Complainer,640,"523,08",,Huurder,2018,CP,2513,52.0801,4.3021
2513CP,Complainer,"708,84","530,41",,Huurder,2019,CP,2513,52.0801,4.3021
7201EG,Defendant,"814,56","814,56",,Huurder,2018,EG,7201,52.1376,6.201
9713KM,Complainer,,,,Huurder,2018,KM,9713,53.2224,6.5845
9713KM,Complainer,,,,Huurder,2018,KM,9713,53.2224,6.5845
3023ER,Complainer,,,,Huurder,2018,ER,3023,51.9121,4.4551
3023ER,Complainer,,,,Huurder,2018,ER,3023,51.9121,4.4551
3023ER,Complainer,"590,00","502,36",,Huurder,2019,ER,3023,51.9121,4.4551
4931NJ,Defendant,"799,8","799,8",,Huurder,2018,NJ,4931,51.6973,4.858
3532HH,Complainer,672,"335,39",,Huurder,2018,HH,3532,52.0938,5.0955
3532HH,Defendant,"650,00","650,00",,Huurder,2021,HH,3532,52.0938,5.0955
9721AB,Complainer,710,"574,94",,Huurder,2018,AB,9721,53.2005,6.5778
4334BA,Complainer,635,"531,87",,Huurder,2018,BA,4334,51.5027,3.5958
4731VN,Complainer,"558,65","223,46",,Huurder,2018,VN,4731,51.5828,4.5277
2522GG,Complainer,,,,Huurder,2018,GG,2522,52.0585,4.3279
3082BH,Complainer,"566,51","226,6",,Huurder,2018,BH,3082,51.8923,4.4698
3082BH,Complainer,"591,71","236,68",,Huurder,2018,BH,3082,51.8923,4.4698
2317CH,Complainer,,,,Huurder,2018,CH,2317,52.1744,4.5088
9743NM,Complainer,,,,Huurder,2018,NM,9743,53.2312,6.5225
9743NM,Complainer,,,,Huurder,2018,NM,9743,53.2312,6.5225
9743NM,Complainer,"290,00","241,38",,Huurder,2019,NM,9743,53.2312,6.5225
9743NM,Complainer,,,,Huurder,2019,NM,9743,53.2312,6.5225
2624SJ,Defendant,0,0,,Huurder,2018,SJ,2624,51.998,4.3497
5397BB,Defendant,"605,88","605,88",,Huurder,2018,BB,5397,51.807,5.4368
5014HA,Complainer,816,"569,76",,Huurder,2018,HA,5014,51.5621,5.0921
5014HA,Defendant,"785,15","785,15",,Huurder,2018,HA,5014,51.5621,5.0921
2804ZV,Complainer,"620,32","372,19",,Huurder,2018,ZV,2804,52.0319,4.71
9741PB,Complainer,,,,Huurder,2018,PB,9741,53.2359,6.5458
3332XH,Defendant,,,,Huurder,2018,XH,3332,51.8214,4.6567
5375AH,Defendant,"395,3","395,3",,Huurder,2018,AH,5375,51.7431,5.6775
2545HT,Defendant,"396,23","396,23",,Huurder,2018,HT,2545,52.042,4.2816
9642GH,Complainer,"638,54","676,52",,Huurder,2018,GH,9642,53.0931,6.8593
1097KR,Complainer,"708,68","283,47",,Huurder,2018,KR,1097,52.3476,4.9312
3066KD,Defendant,"638,74","638,74",,Huurder,2018,KD,3066,51.9393,4.5495
5911JT,Complainer,350,180,,Huurder,2018,JT,5911,51.3683,6.1689
1815CG,Defendant,475,475,,Huurder,2018,CG,1815,52.6378,4.7446
3022EJ,Complainer,510,204,,Huurder,2018,EJ,3022,51.9212,4.4463
3022EJ,Complainer,"162,00","110,35",,Huurder,2019,EJ,3022,51.9212,4.4463
3022EJ,Complainer,"162,00","97,20",,Huurder,2019,EJ,3022,51.9212,4.4463
3022EJ,Complainer,,,,Huurder,2020,EJ,3022,51.9212,4.4463
5345PN,Defendant,"714,43","714,43",,Huurder,2018,PN,5345,51.7634,5.4949
3356XP,Complainer,723,"657,91",,Huurder,2018,XP,3356,51.8284,4.7065
5616GL,Complainer,775,"528,28",,Huurder,2018,GL,5616,51.4391,5.4586
2562HR,Complainer,,,,Huurder,2018,HR,2562,52.0746,4.279
2562HR,Complainer,645,"481,61",,Huurder,2019,HR,2562,52.0746,4.279
2562HR,Complainer,,,,Huurder,2019,HR,2562,52.0746,4.279
1035HM,Complainer,"711,72","427,03",,Huurder,2018,HM,1035,52.4225,4.8852
3882PJ,Defendant,600,600,,Huurder,2018,PJ,3882,52.2466,5.5359
3527GN,Defendant,980,980,,Huurder,2018,GN,3527,52.0736,5.0917
3527GN,Defendant,980,980,,Huurder,2019,GN,3527,52.0736,5.0917
3527GN,Defendant,"980,00","980,00",,Huurder,2019,GN,3527,52.0736,5.0917
3905RD,Defendant,,,,Huurder,2018,RD,3905,52.0281,5.5357
3031PL,Defendant,"499,73","499,73",,Huurder,2018,PL,3031,51.9252,4.4877
3708ZP,Complainer,400,160,,Huurder,2018,ZP,3708,52.0748,5.2674
1072CA,Complainer,1296,"712,8",,Huurder,2018,CA,1072,52.3559,4.8875
1066DW,Defendant,"618,28","618,28",,Huurder,2018,DW,1066,52.3457,4.8244
2311VT,Complainer,,,,Huurder,2018,VT,2311,52.1593,4.4837
3317NB,Defendant,,,,Huurder,2018,NB,3317,51.7903,4.6556
3042XN,Defendant,"823,94","823,94",,Huurder,2018,XN,3042,51.938,4.4383
3042XN,Complainer,"508,85","407,08",,Huurder,2020,XN,3042,51.938,4.4383
1064GX,Complainer,,,,Huurder,2018,GX,1064,52.3747,4.8179
1064GX,Complainer,"384,45","307,56",,Huurder,2018,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Defendant,,,,Huurder,2019,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Defendant,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Defendant,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Defendant,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Defendant,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Defendant,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Defendant,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Defendant,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
1064GX,Complainer,,,,Huurder,2021,GX,1064,52.3747,4.8179
5643HE,Complainer,"513,65","205,46",,Huurder,2018,HE,5643,51.4182,5.5006
1061XL,Defendant,"397,24","397,24",,Huurder,2018,XL,1061,52.369,4.8381
