Zip,Winner,RentBefore,RentAfter,RentLowered,Complainer,Year,End,Code,Lat,Lon
3561GR,Complainer,"271,40","213,41",,Huurder,2019,GR,3561,52.1118,5.1241
3561GR,Complainer,"256,00","215,50",,Huurder,2019,GR,3561,52.1118,5.1241
3513EW,Complainer,385,"246,25",,Huurder,2018,EW,3513,52.099,5.1108
3513EW,Complainer,365,"289,33",,Huurder,2018,EW,3513,52.099,5.1108
3513EW,Complainer,415,"289,33",,Huurder,2018,EW,3513,52.099,5.1108
3513EW,Complainer,,,,Huurder,2018,EW,3513,52.099,5.1108
3513EW,Complainer,,,,Huurder,2018,EW,3513,52.099,5.1108
3513EW,Complainer,,,,Huurder,2018,EW,3513,52.099,5.1108
1092HZ,Defendant,"629,91","629,91",,Huurder,2018,HZ,1092,52.3554,4.9257
1092HZ,Defendant,"485,72",,,Huurder,2022,HZ,1092,52.3554,4.9257
3514TD,Defendant,665,"365,75",,Huurder,2018,TD,3514,52.0979,5.1176
3514TD,Complainer,"365,75","292,91",,Huurder,2018,TD,3514,52.0979,5.1176
1092VS,Defendant,"696,5","696,5",,Huurder,2018,VS,1092,52.3565,4.9242
1092VS,Defendant,"621,55","621,55",,Huurder,2019,VS,1092,52.3565,4.9242
2522RN,Complainer,536,"214,4",,Huurder,2018,RN,2522,52.0619,4.33
2522RN,Complainer,536,"445,32",,Huurder,2018,RN,2522,52.0619,4.33
2525RB,Defendant,"558,02","558,02",,Huurder,2018,RB,2525,52.0686,4.3012
6511LW,Complainer,375,277,,Huurder,2018,LW,6511,51.8435,5.8629
6511LW,Complainer,363,"266,77",,Huurder,2018,LW,6511,51.8435,5.8629
6511LW,Complainer,,,,Huurder,2019,LW,6511,51.8435,5.8629
6511LW,Complainer,,,,Huurder,2021,LW,6511,51.8435,5.8629
9722EE,Complainer,,,,Huurder,2018,EE,9722,53.1991,6.5809
3514CG,Defendant,800,800,,Huurder,2018,CG,3514,52.0995,5.1165
3514CG,Complainer,625,"316,52",,Huurder,2018,CG,3514,52.0995,5.1165
3112SV,Complainer,609,"487,2",,Huurder,2018,SV,3112,51.9196,4.4079
3112SV,Complainer,"633,79","541,56",,Huurder,2019,SV,3112,51.9196,4.4079
3112SV,Complainer,"633,79","253,52",,Huurder,2019,SV,3112,51.9196,4.4079
5707BT,Complainer,710,284,,Huurder,2018,BT,5707,51.4791,5.647
3023GD,Complainer,,,,Huurder,2018,GD,3023,51.9138,4.4515
3023GD,Complainer,,,,Huurder,2018,GD,3023,51.9138,4.4515
3023GD,Complainer,,,,Huurder,2018,GD,3023,51.9138,4.4515
1421AM,Defendant,"710,68","710,68",,Huurder,2018,AM,1421,52.235,4.8327
6522AM,Complainer,800,"502,36",,Huurder,2018,AM,6522,51.844,5.8741
2571HH,Complainer,"310,58","124,23",,Huurder,2018,HH,2571,52.0682,4.2927
5251EG,Defendant,700,"631,97",,Huurder,2018,EG,5251,51.6999,5.2297
8261AR,Complainer,,,,Huurder,2018,AR,8261,52.56,5.9145
3554EZ,Complainer,945,"657,91",,Huurder,2018,EZ,3554,52.1132,5.0911
9711SR,Complainer,,,,Huurder,2018,SR,9711,53.2179,6.5755
3761CN,Defendant,,,,Huurder,2018,CN,3761,52.1883,5.2852
1056AC,Complainer,"485,66","158,04",,Huurder,2018,AC,1056,52.3727,4.8433
1056AC,Complainer,"470,51","106,74",,Huurder,2018,AC,1056,52.3727,4.8433
1078BT,Complainer,"508,73","203,49",,Huurder,2018,BT,1078,52.3472,4.8998
1095XJ,Defendant,"645,73","645,73",,Huurder,2018,XJ,1095,52.3642,4.9451
3072ZJ,Complainer,,,,Huurder,2018,ZJ,3072,51.9007,4.4854
5616RH,Defendant,250,250,,Huurder,2018,RH,5616,51.4425,5.4553
4531AD,Complainer,430,129,,Huurder,2018,AD,4531,51.3354,3.8231
9712GV,Complainer,,,,Huurder,2018,GV,9712,53.2212,6.564
9712GV,Complainer,"322,50","268,43",,Huurder,2020,GV,9712,53.2212,6.564
9712GV,Complainer,"280,00","228,91",,Huurder,2020,GV,9712,53.2212,6.564
9712GV,Complainer,"246,48","156,11",,Huurder,2020,GV,9712,53.2212,6.564
9712GV,Complainer,"310,00","181,06",,Huurder,2020,GV,9712,53.2212,6.564
9712GV,Complainer,"252,00","216,40",,Huurder,2020,GV,9712,53.2212,6.564
9712GV,Complainer,"279,20","193,53",,Huurder,2020,GV,9712,53.2212,6.564
9712GV,Complainer,,,,Huurder,2020,GV,9712,53.2212,6.564
1053TP,Complainer,,,,Huurder,2018,TP,1053,52.3686,4.8642
1073GJ,Complainer,,,,Huurder,2018,GJ,1073,52.3528,4.9003
5038SC,Complainer,"681,57","272,63",,Huurder,2018,SC,5038,51.5559,5.0839
3765XC,Complainer,,,,Huurder,2018,XC,3765,52.1724,5.2921
2571RM,Complainer,700,"476,44",,Huurder,2018,RM,2571,52.0694,4.2899
1063KS,Complainer,525,"299,58",,Huurder,2018,KS,1063,52.3801,4.8201
1054VV,Defendant,"237,79","237,79",,Huurder,2018,VV,1054,52.3622,4.866
8102CH,Complainer,590,"455,68",,Huurder,2018,CH,8102,52.386,6.2765
9717GG,Complainer,,,,Huurder,2018,GG,9717,53.223,6.5524
9717GG,Complainer,"355,00","213,00",,Huurder,2019,GG,9717,53.223,6.5524
9717GG,Complainer,"355,00","293,38",,Huurder,2019,GG,9717,53.223,6.5524
2993AV,Complainer,"454,18","363,34",,Huurder,2018,AV,2993,51.855,4.4829
3552TA,Complainer,"409,22","327,38",,Huurder,2018,TA,3552,52.1088,5.0999
5622PE,Defendant,"712,05","712,05",,Huurder,2018,PE,5622,51.4612,5.4555
3083XJ,Complainer,"467,55","187,02",,Huurder,2018,XJ,3083,51.887,4.4744
1025PW,Defendant,"534,62","534,62",,Huurder,2018,PW,1025,52.3923,4.927
4811PE,Complainer,,,,Huurder,2018,PE,4811,51.5815,4.7746
4811PE,Complainer,,,,Huurder,2020,PE,4811,51.5815,4.7746
2353GJ,Defendant,"700,52","700,52",,Huurder,2018,GJ,2353,52.1649,4.5281
2353GJ,Defendant,"700,52","700,52",,Huurder,2018,GJ,2353,52.1649,4.5281
3521CG,Complainer,,,,Huurder,2018,CG,3521,52.0814,5.1124
3521CG,Complainer,,,,Huurder,2021,CG,3521,52.0814,5.1124
5038WN,Defendant,,,,Huurder,2018,WN,5038,51.5545,5.0904
5211RW,Complainer,320,128,,Huurder,2018,RW,5211,51.6917,5.305
5211RW,Complainer,435,261,,Huurder,2019,RW,5211,51.6917,5.305
5211RW,Complainer,260,156,,Huurder,2019,RW,5211,51.6917,5.305
5211RW,Complainer,320,192,,Huurder,2019,RW,5211,51.6917,5.305
5211RW,Complainer,320,192,,Huurder,2019,RW,5211,51.6917,5.305
5211RW,Complainer,325,195,,Huurder,2019,RW,5211,51.6917,5.305
5211RW,Defendant,"320,00","192,00",,Verhuurder,2019,RW,5211,51.6917,5.305
5211RW,Defendant,"260,00","156,00",,Verhuurder,2019,RW,5211,51.6917,5.305
5211RW,Defendant,"195,00","195,00",,Verhuurder,2019,RW,5211,51.6917,5.305
5211RW,Defendant,"192,00","192,00",,Verhuurder,2019,RW,5211,51.6917,5.305
3523TP,Complainer,275,"182,64",,Huurder,2018,TP,3523,52.0721,5.1199
3525BE,Complainer,930,"414,2",,Huurder,2018,BE,3525,52.0659,5.1174
5244JH,Defendant,"670,45","670,45",,Huurder,2018,JH,5244,51.7154,5.3827
3555HV,Complainer,"565,4","330,67",,Huurder,2018,HV,3555,52.1213,5.0653
1087EH,Defendant,"527,03","527,03",,Huurder,2018,EH,1087,52.3573,4.9965
1087EH,Defendant,"566,69","566,69",,Huurder,2019,EH,1087,52.3573,4.9965
1057RZ,Defendant,1250,"621,61",,Huurder,2018,RZ,1057,52.3664,4.8537
2022DT,Complainer,1075,"307,06",,Huurder,2018,DT,2022,52.4075,4.6506
1521EX,Complainer,"318,88","191,33",,Huurder,2018,EX,1521,52.4925,4.7853
2586VR,Defendant,,,,Verhuurder,2018,VR,2586,52.1088,4.2822
9724CB,Complainer,305,"256,48",,Huurder,2018,CB,9724,53.2114,6.5754
4381WE,Complainer,"388,65","155,46",,Huurder,2018,WE,4381,51.4479,3.5701
6215XA,Complainer,440,"192,91",,Huurder,2018,XA,6215,50.8403,5.6565
6215XA,Complainer,440,"180,61",,Huurder,2018,XA,6215,50.8403,5.6565
6215XA,Complainer,340,"100,6",,Huurder,2018,XA,6215,50.8403,5.6565
6215XA,Complainer,440,"168,3",,Huurder,2018,XA,6215,50.8403,5.6565
2611JE,Complainer,"406,23","162,49",,Huurder,2018,JE,2611,52.0131,4.3584
1021NW,Complainer,"596,8","358,08",,Huurder,2018,NW,1021,52.3831,4.9175
3511JA,Defendant,,,,Huurder,2018,JA,3511,52.0913,5.1163
9712HZ,Complainer,,,,Huurder,2018,HZ,9712,53.2205,6.5671
9712HZ,Complainer,"705,00","634,50",,Huurder,2019,HZ,9712,53.2205,6.5671
9712HZ,Complainer,,,,Huurder,2019,HZ,9712,53.2205,6.5671
6881VT,Defendant,,,,Huurder,2018,VT,6881,51.9958,5.9772
2592XL,Defendant,"506,71","506,71",,Huurder,2018,XL,2592,52.0889,4.3532
9726HP,Complainer,,,,Huurder,2018,HP,9726,53.2116,6.5512
1066NN,Complainer,400,"293,45",,Huurder,2018,NN,1066,52.3493,4.8079
1066NN,Complainer,,,,Huurder,2020,NN,1066,52.3493,4.8079
1068DE,Defendant,"424,42","424,42",,Huurder,2018,DE,1068,52.3609,4.8011
1033KJ,Complainer,800,800,,Huurder,2018,KJ,1033,52.4118,4.8996
1057TP,Defendant,"284,91","284,91",,Huurder,2018,TP,1057,52.3647,4.8554
1011LP,Defendant,0,0,,Huurder,2018,LP,1011,52.3713,4.9067
1021BP,Defendant,"425,54","425,54",,Huurder,2018,BP,1021,52.385,4.9129
2133GG,Defendant,"576,67","576,67",,Huurder,2018,GG,2133,52.3123,4.667
1083TX,Complainer,"688,45","550,76",,Huurder,2018,TX,1083,52.3325,4.8864
8251ZJ,Defendant,"558,98",0,,Huurder,2018,ZJ,8251,52.5225,5.722
3526JC,Defendant,350,350,,Huurder,2018,JC,3526,52.0703,5.1
3555BS,Complainer,185,111,,Huurder,2018,BS,3555,52.1134,5.0821
3555BS,Complainer,,,,Huurder,2018,BS,3555,52.1134,5.0821
3561HH,Complainer,"753,6","657,91",,Huurder,2018,HH,3561,52.1112,5.123
2582JN,Complainer,"511,2","383,08",,Huurder,2018,JN,2582,52.0983,4.2783
1098AD,Complainer,"311,24","186,74",,Huurder,2018,AD,1098,52.3541,4.9303
3037VJ,Defendant,,,,Huurder,2018,VJ,3037,51.9381,4.4715
3065KA,Complainer,"733,6","293,44",,Huurder,2018,KA,3065,51.93,4.5589
6524PR,Defendant,,,,Huurder,2018,PR,6524,51.8338,5.8675
8378JD,Defendant,,,,Huurder,2018,JD,8378,52.819,6.0097
3032HA,Complainer,,,,Huurder,2018,HA,3032,51.9265,4.481
1019KR,Complainer,400,"164,18",,Huurder,2018,KR,1019,52.3716,4.9409
1019KR,Complainer,,,,Huurder,2020,KR,1019,52.3716,4.9409
1016XH,Complainer,"478,47","404,42",,Huurder,2018,XH,1016,52.3672,4.881
1016XH,Complainer,"309,89","266,35",,Huurder,2019,XH,1016,52.3672,4.881
1016TX,Complainer,"578,64","347,19",,Huurder,2018,TX,1016,52.3699,4.8811
9718NS,Complainer,,,,Huurder,2018,NS,9718,53.2179,6.5441
9718NS,Complainer,,,,Huurder,2020,NS,9718,53.2179,6.5441
9718NS,Complainer,,,,Huurder,2020,NS,9718,53.2179,6.5441
1325GV,Defendant,"478,37","478,37",,Huurder,2018,GV,1325,52.3729,5.2354
3523RL,Defendant,"356,27","356,27",,Huurder,2018,RL,3523,52.0716,5.1286
1011JH,Defendant,"592,55","592,55",,Huurder,2018,JH,1011,52.3684,4.8989
3522HH,Complainer,410,"225,5",,Huurder,2018,HH,3522,52.0737,5.1188
3075BK,Defendant,"342,22","342,22",,Verhuurder,2018,BK,3075,51.8878,4.497
3075BK,Complainer,"570,36","409,03",,Huurder,2019,BK,3075,51.8878,4.497
1093GW,Complainer,525,"153,92",,Huurder,2018,GW,1093,52.361,4.9268
6006KC,Complainer,"519,63","415,7",,Huurder,2018,KC,6006,51.2432,5.6986
3526KT,Complainer,621,"497,17",,Huurder,2018,KT,3526,52.0661,5.1109
3526KT,Complainer,,,,Huurder,2020,KT,3526,52.0661,5.1109
3526KT,Complainer,,,,Huurder,2020,KT,3526,52.0661,5.1109
3526KT,Complainer,,,,Huurder,2020,KT,3526,52.0661,5.1109
3526KT,Complainer,,,,Huurder,2021,KT,3526,52.0661,5.1109
3526KT,Complainer,,,,Huurder,2021,KT,3526,52.0661,5.1109
9712LA,Complainer,,,,Huurder,2018,LA,9712,53.2228,6.5672
3904CS,Defendant,"401,98","241,19",,Huurder,2018,CS,3904,52.0184,5.5376
3904CS,Complainer,"241,19","401,98",,Verhuurder,2019,CS,3904,52.0184,5.5376
3572RT,Defendant,"557,36","557,36",,Huurder,2018,RT,3572,52.0959,5.1303
3572RT,Complainer,"557,36","235,99",,Huurder,2019,RT,3572,52.0959,5.1303
3512TP,Complainer,"437,95","262,77",,Huurder,2018,TP,3512,52.0948,5.1195
1095GB,Defendant,1175,1175,,Huurder,2018,GB,1095,52.3609,4.9446
3112JS,Complainer,600,"354,29",,Huurder,2018,JS,3112,51.916,4.4124
3112JS,Complainer,600,180,,Huurder,2018,JS,3112,51.916,4.4124
1057RG,Defendant,"530,23","520,33",,Huurder,2018,RG,1057,52.3647,4.8523
1069RA,Defendant,"621,58","621,58",,Huurder,2018,RA,1069,52.354,4.7972
4561XB,Complainer,675,"348,07",,Huurder,2018,XB,4561,51.2841,4.0583
2562RK,Defendant,"506,76","506,76",,Huurder,2018,RK,2562,52.0731,4.2829
9713TN,Complainer,,,,Huurder,2018,TN,9713,53.2239,6.5906
9713TN,Complainer,240,"217,53",,Huurder,2018,TN,9713,53.2239,6.5906
9727HD,Complainer,,,,Huurder,2018,HD,9727,53.2068,6.5592
9728HL,Defendant,,,,Huurder,2018,HL,9728,53.1965,6.5578
1544LE,Complainer,"648,44","259,38",,Huurder,2018,LE,1544,52.4748,4.7949
3555XH,Complainer,"574,35","344,61",,Huurder,2018,XH,3555,52.1179,5.0847
4822AM,Defendant,,,,Huurder,2018,AM,4822,51.6201,4.7443
3814XJ,Complainer,"443,05","443,05",,Huurder,2018,XJ,3814,52.1601,5.4019
1024EW,Defendant,,,,Huurder,2018,EW,1024,52.3955,4.9601
4141CJ,Complainer,690,276,,Huurder,2018,CJ,4141,51.8911,5.0926
2611CV,Complainer,"540,53","486,48",,Huurder,2018,CV,2611,52.0099,4.3614
1505AT,Defendant,"704,48","704,48",,Huurder,2018,AT,1505,52.4353,4.8403
1057WX,Complainer,"224,82","281,03",,Verhuurder,2018,WX,1057,52.369,4.8561
1057WX,Defendant,"281,03","281,03",,Huurder,2019,WX,1057,52.369,4.8561
1094PG,Complainer,"428,7","171,48",,Huurder,2018,PG,1094,52.3617,4.9381
9718JE,Complainer,,,,Huurder,2018,JE,9718,53.2178,6.5528
8042AV,Complainer,,,,Huurder,2018,AV,8042,52.5221,6.0493
8042AV,Defendant,,,,Huurder,2018,AV,8042,52.5221,6.0493
3893BT,Defendant,"584,57","584,57",,Huurder,2018,BT,3893,52.3342,5.5226
9712JB,Complainer,851,"642,53",,Huurder,2018,JB,9712,53.2215,6.5665
9712JB,Defendant,"642,53","642,53",,Huurder,2019,JB,9712,53.2215,6.5665
9712JB,Defendant,"642,53","642,53",,Huurder,2019,JB,9712,53.2215,6.5665
9712JB,Complainer,"795,00","678,47",,Huurder,2021,JB,9712,53.2215,6.5665
9726EB,Complainer,445,"268,81",,Huurder,2018,EB,9726,53.2133,6.5532
6217JW,Defendant,820,820,,Huurder,2018,JW,6217,50.8521,5.6685
3553JX,Complainer,"289,32","184,71",,Huurder,2018,JX,3553,52.1076,5.0922
3553JX,Complainer,"289,32","184,71",,Huurder,2018,JX,3553,52.1076,5.0922
3553JX,Complainer,"328,25","252,38",,Huurder,2018,JX,3553,52.1076,5.0922
3553JX,Complainer,"330,13","264,72",,Huurder,2018,JX,3553,52.1076,5.0922
3553JX,Complainer,"278,35","184,71",,Huurder,2018,JX,3553,52.1076,5.0922
3553JX,Complainer,"313,4","252,38",,Huurder,2018,JX,3553,52.1076,5.0922
3527JH,Complainer,,,,Huurder,2018,JH,3527,52.0771,5.0953
3527JH,Defendant,,,,Huurder,2020,JH,3527,52.0771,5.0953
3527JH,Defendant,,,,Huurder,2020,JH,3527,52.0771,5.0953
9723AN,Complainer,,,,Huurder,2018,AN,9723,53.2162,6.5789
9723AN,Defendant,"201,32","201,32",,Verhuurder,2018,AN,9723,53.2162,6.5789
9723AN,Complainer,,,,Huurder,2019,AN,9723,53.2162,6.5789
3011BJ,Defendant,"494,27","494,27",,Huurder,2018,BJ,3011,51.9126,4.4808
3011BJ,Defendant,,,,Huurder,2018,BJ,3011,51.9126,4.4808
2512XV,Complainer,,,,Huurder,2018,XV,2512,52.0726,4.3066
3332GC,Complainer,,,,Huurder,2018,GC,3332,51.8246,4.6517
9725EA,Complainer,,,,Huurder,2018,EA,9725,53.2087,6.5669
9725EA,Complainer,,,,Huurder,2018,EA,9725,53.2087,6.5669
3081BB,Complainer,,,,Huurder,2018,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2018,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2018,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2018,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2018,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2018,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2018,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2018,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2018,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2018,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2018,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2020,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2020,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2020,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2020,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2020,BB,3081,51.8954,4.494
3081BB,Complainer,,,,Huurder,2020,BB,3081,51.8954,4.494
3071SW,Defendant,"439,97","439,97",,Huurder,2018,SW,3071,51.904,4.5112
9718CS,Complainer,745,"528,28",,Huurder,2018,CS,9718,53.2165,6.5566
9718CS,Complainer,,,,Huurder,2020,CS,9718,53.2165,6.5566
9718CS,Complainer,,,,Huurder,2020,CS,9718,53.2165,6.5566
6229VZ,Defendant,"517,5","517,5",,Huurder,2018,VZ,6229,50.8258,5.708
2591CN,Defendant,549,549,,Huurder,2018,CN,2591,52.094,4.3644
3022EK,Defendant,"375,79","375,79",,Huurder,2018,EK,3022,51.921,4.4456
3022EK,Complainer,"807,47",,"322,99",Huurder,2022,EK,3022,51.921,4.4456
3512PB,Complainer,"391,76","231,88",,Huurder,2018,PB,3512,52.0877,5.1229
3512PB,Complainer,"380,91","203,17",,Huurder,2018,PB,3512,52.0877,5.1229
3512PB,Complainer,"426,6","260,61",,Huurder,2018,PB,3512,52.0877,5.1229
3512PB,Complainer,"434,08","289,33",,Huurder,2018,PB,3512,52.0877,5.1229
3512PB,Complainer,"434,61","293,45",,Huurder,2018,PB,3512,52.0877,5.1229
6224JE,Complainer,800,"502,36",,Huurder,2018,JE,6224,50.8477,5.7082
2591GC,Defendant,"387,86","387,86",,Huurder,2018,GC,2591,52.0941,4.3708
2624BD,Defendant,,,,Huurder,2018,BD,2624,51.9994,4.3579
6828JL,Complainer,,,,Huurder,2018,JL,6828,51.9816,5.9218
1068DN,Complainer,"507,51","152,25",,Huurder,2018,DN,1068,52.361,4.7995
3071JJ,Defendant,"383,42","383,42",,Huurder,2018,JJ,3071,51.9111,4.5061
3071JJ,Complainer,"358,83",,,Huurder,2021,JJ,3071,51.9111,4.5061
3031RA,Complainer,275,"35,71",,Huurder,2018,RA,3031,51.9253,4.4936
6042BB,Defendant,"417,67","417,67",,Huurder,2018,BB,6042,51.1932,6.0006
6217JE,Complainer,330,"254,44",,Huurder,2018,JE,6217,50.853,5.6683
6543TW,Complainer,,,,Huurder,2018,TW,6543,51.8353,5.831
1051HP,Defendant,"433,32","433,32",,Huurder,2018,HP,1051,52.381,4.872
3071AP,Complainer,"579,12","231,65",,Huurder,2018,AP,3071,51.9079,4.5042
6538JG,Defendant,350,0,,Huurder,2018,JG,6538,51.8153,5.81
2595CC,Complainer,685,274,,Huurder,2018,CC,2595,52.0839,4.3397
6825GL,Defendant,,,,Huurder,2018,GL,6825,51.9818,5.9665
9724KX,Complainer,,,,Huurder,2018,KX,9724,53.2132,6.5796
6531DB,Defendant,,,,Huurder,2018,DB,6531,51.8368,5.8498
6717XA,Defendant,"338,91","338,91",,Huurder,2018,XA,6717,52.0198,5.6616
3085BV,Defendant,"740,46","740,46",,Huurder,2018,BV,3085,51.8697,4.4789
3083JJ,Complainer,"529,91","529,91",,Verhuurder,2018,JJ,3083,51.889,4.4778
2312TA,Complainer,"626,82","250,73",,Huurder,2018,TA,2312,52.1569,4.4974
3071VG,Complainer,"590,51","236,2",,Huurder,2018,VG,3071,51.913,4.4954
2571XW,Complainer,"409,51","327,61",,Huurder,2018,XW,2571,52.0709,4.2881
7201DD,Defendant,660,660,,Huurder,2018,DD,7201,52.14,6.1975
3081BL,Complainer,"554,08","443,26",,Huurder,2018,BL,3081,51.8916,4.4936
2522PJ,Complainer,"406,35","243,81",,Huurder,2018,PJ,2522,52.0644,4.3279
3083EE,Defendant,"523,51","523,51",,Huurder,2018,EE,3083,51.8898,4.486
2242HP,Defendant,587,587,,Huurder,2018,HP,2242,52.1428,4.3938
3077ED,Defendant,0,0,,Huurder,2018,ED,3077,51.8967,4.5745
6224JD,Complainer,350,"307,8",,Huurder,2018,JD,6224,50.8478,5.7091
6224JD,Complainer,325,"295,5",,Huurder,2018,JD,6224,50.8478,5.7091
6224JD,Complainer,260,"160,06",,Huurder,2018,JD,6224,50.8478,5.7091
6224JD,Complainer,310,"194,99",,Huurder,2018,JD,6224,50.8478,5.7091
6224JD,Complainer,300,"205,24",,Huurder,2018,JD,6224,50.8478,5.7091
6101EM,Defendant,"656,54","656,54",,Huurder,2018,EM,6101,51.1047,5.8652
6101EM,Complainer,"656,54","590,89",,Huurder,2020,EM,6101,51.1047,5.8652
3532ES,Complainer,"367,5",204,,Huurder,2018,ES,3532,52.0946,5.0934
3532ES,Complainer,"367,5","215,5",,Huurder,2018,ES,3532,52.0946,5.0934
3532ES,Complainer,"367,5","215,5",,Huurder,2018,ES,3532,52.0946,5.0934
3532ES,Complainer,"367,5","168,3",,Huurder,2018,ES,3532,52.0946,5.0934
9715HA,Complainer,800,"528,28",,Huurder,2018,HA,9715,53.2307,6.5685
9745AH,Defendant,600,600,,Huurder,2018,AH,9745,53.214,6.5016
9745AH,Complainer,600,"517,91",,Huurder,2019,AH,9745,53.214,6.5016
9745AH,Defendant,"1.345,00","1.345,00",,Huurder,2022,AH,9745,53.214,6.5016
6828DS,Complainer,,,,Huurder,2018,DS,6828,51.9834,5.9224
6043CB,Defendant,"524,95","524,95",,Huurder,2018,CB,6043,51.1878,5.9985
6524AH,Complainer,,,,Huurder,2018,AH,6524,51.8414,5.8634
9404GL,Complainer,"610,58","427,41",,Huurder,2018,GL,9404,52.9873,6.5798
3333BV,Complainer,"625,5","187,56",,Huurder,2018,BV,3333,51.807,4.6302
6828DC,Complainer,,,,Huurder,2018,DC,6828,51.9824,5.918
6226CJ,Complainer,295,"48,02",,Huurder,2018,CJ,6226,50.8465,5.7204
2042KD,Complainer,275,110,,Huurder,2018,KD,2042,52.374,4.5296
6413VP,Defendant,"544,42","544,42",,Huurder,2018,VP,6413,50.9083,5.961
3701HG,Complainer,710,"340,13",,Huurder,2018,HG,3701,52.086,5.2405
3826GD,Complainer,"696,23","556,98",,Huurder,2018,GD,3826,52.2033,5.4195
6221BZ,Complainer,"428,27","415,05",,Huurder,2018,BZ,6221,50.8487,5.7003
6211LA,Complainer,340,"181,06",,Huurder,2018,LA,6211,50.8479,5.6894
6957BD,Defendant,"715,24","715,24",,Huurder,2018,BD,6957,52.0837,6.0723
2551NH,Defendant,"539,46","539,46",,Huurder,2018,NH,2551,52.0593,4.2347
1013RP,Complainer,"632,7","253,08",,Huurder,2018,RP,1013,52.3906,4.881
1013RP,Complainer,"698,67","661,88",,Huurder,2019,RP,1013,52.3906,4.881
2548CZ,Complainer,435,"176,5",,Huurder,2018,CZ,2548,52.021,4.297
2548CZ,Complainer,410,"97,83",,Huurder,2018,CZ,2548,52.021,4.297
6211SJ,Complainer,658,"393,46",,Huurder,2018,SJ,6211,50.8518,5.689
6211SJ,Complainer,"664,00","398,40",,Huurder,2019,SJ,6211,50.8518,5.689
3581GD,Complainer,810,"466,07",,Huurder,2018,GD,3581,52.0946,5.1269
6852DT,Complainer,675,"559,4",,Huurder,2018,DT,6852,51.9432,5.9267
5912EV,Defendant,"478,01","478,01",,Huurder,2018,EV,5912,51.3593,6.1672
7328AH,Complainer,"303,63","242,9",,Huurder,2018,AH,7328,52.195,5.9853
9713GG,Complainer,,,,Huurder,2018,GG,9713,53.2212,6.5804
9713GG,Complainer,,,,Huurder,2020,GG,9713,53.2212,6.5804
9712HP,Complainer,,,,Huurder,2018,HP,9712,53.2189,6.5665
9712HP,Complainer,,,,Huurder,2018,HP,9712,53.2189,6.5665
9712HP,Complainer,,,,Huurder,2018,HP,9712,53.2189,6.5665
3075DM,Defendant,"674,68","674,68",,Huurder,2018,DM,3075,51.8803,4.5029
3081RM,Complainer,400,120,,Huurder,2018,RM,3081,51.8938,4.4924
7417VB,Defendant,,,,Huurder,2018,VB,7417,52.256,6.1865
5623PG,Complainer,"630,54","409,03",,Huurder,2018,PG,5623,51.4536,5.4811
5623PG,Complainer,"665,43","483,11",,Huurder,2018,PG,5623,51.4536,5.4811
5623PG,Complainer,,,,Huurder,2018,PG,5623,51.4536,5.4811
5623PG,Complainer,,,,Huurder,2018,PG,5623,51.4536,5.4811
5623PG,Complainer,"646,10","609,29",,Huurder,2019,PG,5623,51.4536,5.4811
5623PG,Complainer,"647,53","476,44",,Huurder,2019,PG,5623,51.4536,5.4811
5623PG,Complainer,"569,76","403,84",,Huurder,2019,PG,5623,51.4536,5.4811
5623PG,Complainer,"647,53","450,49",,Huurder,2019,PG,5623,51.4536,5.4811
5623PG,Complainer,,,,Huurder,2020,PG,5623,51.4536,5.4811
5623PG,Complainer,,,,Huurder,2020,PG,5623,51.4536,5.4811
5623PG,Complainer,,,,Huurder,2020,PG,5623,51.4536,5.4811
5623PG,Complainer,,,,Huurder,2020,PG,5623,51.4536,5.4811
5623PG,Complainer,,,,Huurder,2020,PG,5623,51.4536,5.4811
5623PG,Complainer,,,,Huurder,2020,PG,5623,51.4536,5.4811
5623PG,Complainer,,,,Huurder,2020,PG,5623,51.4536,5.4811
5623PG,Complainer,,,,Huurder,2020,PG,5623,51.4536,5.4811
5623PG,Complainer,,,,Huurder,2020,PG,5623,51.4536,5.4811
5623PG,Complainer,,,,Huurder,2020,PG,5623,51.4536,5.4811
3815LE,Complainer,740,"523,08",,Huurder,2018,LE,3815,52.1643,5.4125
3081HB,Complainer,"605,08","242,03",,Huurder,2018,HB,3081,51.8914,4.4877
