Zip,Winner,RentBefore,RentAfter,RentLowered,Complainer,Year
6511CV,Complainer,"379,00","366,20",,Huurder,2019
7523SG,Complainer,,,,Huurder,2019
7241AT,Complainer,"699,00","559,20",,Huurder,2019
6828HW,Defendant,,,,Huurder,2019
6511LW,Complainer,,,,Huurder,2019
1061XJ,Defendant,"605,46","605,46",,Huurder,2019
2721NJ,Complainer,"626,40","250,56",,Huurder,2019
2565TX,Defendant,"434,10","434,10",,Huurder,2019
1079DM,Complainer,"668,28","668,28",,Huurder,2019
2992SL,Defendant,"651,34","651,34",,Huurder,2019
2013ZD,Complainer,"747,56","448,53",,Huurder,2019
1215LX,Complainer,"350,40","355,82",,Huurder,2019
3235AZ,Complainer,,,,Huurder,2019
1098SX,Defendant,,,,Huurder,2019
2911PB,Defendant,,,,Huurder,2019
1018BT,Complainer,"685,95","548,76",,Huurder,2019
3708DL,Complainer,"585,31","635,31",,Huurder,2019
5622NB,Defendant,"520,00","520,00",,Huurder,2019
5627JN,Defendant,"561,17","561,17",,Huurder,2019
3081RW,Defendant,"435,00","435,00",,Huurder,2019
3317PD,Complainer,,,,Huurder,2019
3028JA,Complainer,,,,Huurder,2019
6531ED,Complainer,"695,00","678,67",,Huurder,2019
6531ED,Complainer,"695,00","678,67",,Huurder,2019
6531ED,Complainer,"695,00","668,27",,Huurder,2019
6531ED,Complainer,"695,00","678,67",,Huurder,2019
6531ED,Complainer,"695,00","668,27",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","678,67",,Huurder,2019
6531ED,Complainer,"695,00","673,48",,Huurder,2019
1018BT,Complainer,"561,25","449,00",,Huurder,2019
3051SL,Defendant,"393,97","393,97",,Huurder,2019
9727LB,Defendant,"345,00","345,00",,Huurder,2019
9727LB,Defendant,"455,00","455,00",,Huurder,2019
9727LB,Defendant,"380,00","380,00",,Huurder,2019
9727LB,Defendant,"305,00","305,00",,Huurder,2019
9727LB,Defendant,"330,00","330,00",,Huurder,2019
9727LB,Defendant,"450,00","450,00",,Huurder,2019
9721LB,Defendant,"305,00","305,00",,Huurder,2019
9721LB,Defendant,"340,00","340,00",,Huurder,2019
9721LB,Defendant,"380,00","380,00",,Huurder,2019
9721LB,Defendant,"325,00","325,00",,Huurder,2019
9721LB,Defendant,"390,00","390,00",,Huurder,2019
9721LB,Defendant,"280,00","280,00",,Huurder,2019
9721LB,Defendant,"455,00","455,00",,Huurder,2019
9721LB,Defendant,"340,00","340,00",,Huurder,2019
9713GH,Complainer,,,,Huurder,2019
3074ZN,Complainer,,,,Huurder,2019
9713GH,Complainer,,,,Huurder,2019
9713GH,Complainer,,,,Huurder,2019
3079WD,Complainer,,,,Huurder,2019
1065EZ,Defendant,"607,60","607,60",,Huurder,2019
1076DR,Defendant,"597,30","597,30",,Huurder,2019
9713GH,Complainer,,,,Huurder,2019
7381BE,Complainer,"350,00","192,50",,Huurder,2019
6211NA,Defendant,,,,Huurder,2019
6213GA,Complainer,,,,Huurder,2019
6538EH,Defendant,"756,51","756,51",,Huurder,2019
1421SC,Complainer,,,,Huurder,2019
6828WV,Defendant,"477,45","477,45",,Huurder,2019
6706AB,Complainer,"269,60","235,13",,Huurder,2019
6541SN,Complainer,"220,74","214,33",,Huurder,2019
1433AM,Defendant,"717,80","717,80",,Huurder,2019
6418AM,Defendant,"1,00","1,00",,Huurder,2019
6541XL,Complainer,"499,86","299,92",,Huurder,2019
6137RC,Defendant,"486,40","486,40",,Huurder,2019
6537AR,Defendant,"599,26","599,26",,Huurder,2019
6546JW,Complainer,,,,Huurder,2019
6546JW,Complainer,,,,Huurder,2019
2518TT,Complainer,"453,94","272,36",,Huurder,2019
3034EA,Complainer,"1.325,00","600,87",,Huurder,2019
7335KH,Defendant,,,,Huurder,2019
6211NA,Defendant,,,,Huurder,2019
1012SE,Complainer,,,,Huurder,2019
3904CS,Complainer,"241,19","401,98",,Verhuurder,2019
1082HS,Complainer,,,,Huurder,2019
6213GA,Complainer,,,,Huurder,2019
2315BK,Defendant,,,,Huurder,2019
2562XW,Defendant,"567,00","567,00",,Huurder,2019
3565AC,Complainer,"550,00","302,50",,Huurder,2019
7041AV,Defendant,,,,Huurder,2019
1069PX,Defendant,"845,00","1.003,64",,Huurder,2019
1064EE,Complainer,"500,00","97,83",,Huurder,2019
2021EB,Complainer,"925,00","462,06",,Huurder,2019
1097GL,Complainer,"710,00","588,25",,Huurder,2019
1095KC,Defendant,"590,89","590,89",,Huurder,2019
1336CG,Complainer,"596,83","417,78",,Huurder,2019
3562JV,Complainer,"350,00","293,38",,Huurder,2019
3021EM,Complainer,,,,Huurder,2019
3083CA,Defendant,"440,00","440,00",,Huurder,2019
3021EM,Complainer,,,,Huurder,2019
9712LX,Complainer,"545,38","464,57",,Huurder,2019
9713JV,Complainer,"303,56","172,72",,Huurder,2019
9724CX,Defendant,"640,43","640,43",,Huurder,2019
9718EJ,Complainer,"840,00","525,16",,Huurder,2019
9717GG,Complainer,"355,00","293,38",,Huurder,2019
1401TN,Complainer,"870,00","420,00",,Huurder,2019
1087HT,Defendant,"699,16","699,16",,Huurder,2019
1072VJ,Complainer,"261,67","209,34",,Huurder,2019
9716AS,Complainer,,,,Huurder,2019
2132VV,Defendant,,,,Huurder,2019
9714GR,Complainer,,,,Huurder,2019
9718KS,Complainer,,,,Huurder,2019
3572BL,Defendant,"1.450,00","383,08",,Huurder,2019
9725JJ,Complainer,,,,Huurder,2019
9722EW,Complainer,,,,Huurder,2019
9727HM,Defendant,,,,Huurder,2019
9718JN,Complainer,,,,Huurder,2019
9741CB,Complainer,,,,Huurder,2019
9727HM,Defendant,,,,Huurder,2019
2132VV,Defendant,,,,Huurder,2019
1057SR,Defendant,"1.450,00","919,15",,Huurder,2019
2513AW,Complainer,"625,00","375,00",,Huurder,2019
1087EH,Defendant,"566,69","566,69",,Huurder,2019
1103KJ,Complainer,"340,00","238,04",,Huurder,2019
2021XL,Complainer,"600,00","340,09",,Huurder,2019
2021XL,Complainer,,,,Huurder,2019
3037BL,Complainer,"675,00","215,57",,Huurder,2019
1013RP,Complainer,"698,67","661,88",,Huurder,2019
1093GS,Complainer,"1.190,00","1.024,66",,Huurder,2019
3037BL,Complainer,"875,00","277,83",,Huurder,2019
1031AP,Defendant,,,,Huurder,2019
9727HB,Complainer,"340,00","272,58",,Huurder,2019
1015HT,Complainer,"421,12","168,45",,Huurder,2019
3111HC,Complainer,"548,28","219,31",,Huurder,2019
5623PG,Complainer,"646,10","609,29",,Huurder,2019
2613BK,Defendant,"2.075,09","2.075,09",,Huurder,2019
1012PL,Complainer,"500,00","400,00",,Huurder,2019
5623PG,Complainer,"647,53","476,44",,Huurder,2019
5623PG,Complainer,"569,76","403,84",,Huurder,2019
5623PG,Complainer,"647,53","450,49",,Huurder,2019
9743NM,Complainer,,,,Huurder,2019
1824DT,Defendant,"875,00","875,00",,Huurder,2019
5611DJ,Complainer,"505,32","404,26",,Huurder,2019
5583GW,Defendant,"581,16","581,16",,Huurder,2019
2563VK,Complainer,"710,00","568,00",,Huurder,2019
3036BJ,Defendant,"975,22","761,61",,Huurder,2019
5613GC,Complainer,,,,Huurder,2019
5613GC,Complainer,,,,Huurder,2019
3082HH,Defendant,"618,18","618,18",,Huurder,2019
9714HG,Complainer,"275,00","262,17",,Huurder,2019
9712JB,Defendant,"642,53","642,53",,Huurder,2019
9724CX,Defendant,"629,62","629,62",,Huurder,2019
2021XN,Complainer,"905,80","311,36",,Huurder,2019
1054ZN,Complainer,"273,06","218,44",,Huurder,2019
2518EX,Complainer,"465,00","239,54",,Huurder,2019
1056EB,Defendant,"560,97","560,97",,Huurder,2019
6226BD,Complainer,"600,00","320,96",,Huurder,2019
1815CH,Complainer,"327,00","241,38",,Huurder,2019
1083GW,Defendant,"471,21","589,09",,Verhuurder,2019
6431XR,Defendant,,,,Huurder,2019
3034EA,Complainer,"1.275,00","569,76",,Huurder,2019
1083GW,Defendant,"589,09","589,09",,Huurder,2019
3028TN,Complainer,"508,99","388,45",,Huurder,2019
5613GC,Complainer,,,,Huurder,2019
2907AP,Complainer,"204,64","511,61",,Verhuurder,2019
1012DC,Complainer,"592,43","509,40",,Huurder,2019
1074CR,Defendant,"1.750,00","1.750,00",,Huurder,2019
1061HG,Defendant,"359,67","359,67",,Huurder,2019
1441TG,Defendant,,,,Huurder,2019
3112BG,Defendant,"469,96","469,96",,Huurder,2019
2023PC,Defendant,,,,Huurder,2019
1401EP,Defendant,"689,50","689,50",,Huurder,2019
2035EV,Complainer,"562,88","394,01",,Huurder,2019
1051KN,Defendant,"550,39","550,39",,Huurder,2019
4255HV,Complainer,"657,29","394,37",,Huurder,2019
3082DK,Complainer,"406,28","284,40",,Huurder,2019
2036EA,Complainer,"375,00","297,00",,Huurder,2019
2593TD,Defendant,,,,Huurder,2019
3514CM,Complainer,"532,13","424,61",,Huurder,2019
3561HL,Defendant,"980,00","980,00",,Huurder,2019
1075NB,Complainer,"1.250,00","655,95",,Huurder,2019
2021XN,Complainer,"721,16","425,29",,Huurder,2019
6531ED,Complainer,"695,00","672,41",,Huurder,2019
6531ED,Complainer,"695,00","668,27",,Huurder,2019
3022EJ,Complainer,"162,00","110,35",,Huurder,2019
2021BB,Complainer,"1.300,00","619,82",,Huurder,2019
3022DN,Complainer,"500,00","382,87",,Huurder,2019
3022EJ,Complainer,"162,00","97,20",,Huurder,2019
6531ED,Complainer,"695,00","668,27",,Huurder,2019
3112SV,Complainer,"633,79","541,56",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
3073AN,Complainer,"538,60","161,58",,Huurder,2019
3112SV,Complainer,"633,79","253,52",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
3086GC,Defendant,"587,76","587,76",,Huurder,2019
1073EA,Complainer,"282,65","113,06",,Huurder,2019
3112BG,Defendant,"462,00","430,51",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","569,76",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
6531ED,Complainer,"695,00","533,47",,Huurder,2019
5613LT,Complainer,"255,00","176,91",,Huurder,2019
1261NK,Defendant,"658,60","658,60",,Huurder,2019
3523XC,Complainer,"925,00","455,68",,Huurder,2019
3077PE,Defendant,"663,83","663,83",,Huurder,2019
3113BC,Defendant,"212,00","212,00",,Huurder,2019
1103KX,Complainer,"644,47","515,58",,Huurder,2019
3078CW,Defendant,"728,49","728,49",,Huurder,2019
3071GL,Complainer,"294,58","294,58",,Huurder,2019
3071XN,Complainer,"532,51","213,00",,Huurder,2019
3074CP,Defendant,"712,96","712,96",,Huurder,2019
3061AJ,Complainer,"655,77","524,62",,Huurder,2019
3971NA,Defendant,"544,57","544,57",,Huurder,2019
3083MA,Defendant,"506,00","506,00",,Huurder,2019
5611PE,Complainer,"550,66","519,91",,Huurder,2019
3073DR,Complainer,"512,86","205,14",,Huurder,2019
3142LD,Complainer,,,,Huurder,2019
3142LD,Complainer,,,,Huurder,2019
3142LE,Complainer,,,,Huurder,2019
3142LE,Complainer,,,,Huurder,2019
3142LE,Complainer,,,,Huurder,2019
3142LD,Complainer,,,,Huurder,2019
3142LD,Complainer,,,,Huurder,2019
3142LD,Complainer,,,,Huurder,2019
3142LD,Complainer,,,,Huurder,2019
3142LE,Complainer,,,,Huurder,2019
3142LD,Complainer,,,,Huurder,2019
3142LD,Complainer,,,,Huurder,2019
3142LD,Complainer,"571,85","571,85",,Huurder,2019
3023SK,Complainer,"396,76","218,22",,Huurder,2019
3738CS,Complainer,"640,29","512,23",,Huurder,2019
1217MA,Defendant,"545,48","545,48",,Huurder,2019
3981AH,Complainer,,,,Huurder,2019
4835GG,Defendant,"489,96","489,96",,Huurder,2019
4921EZ,Defendant,"626,68","626,68",,Huurder,2019
3562CD,Complainer,"560,28","224,11",,Huurder,2019
3551EA,Defendant,"312,33","312,33",,Huurder,2019
1012VB,Defendant,"168,36","168,36",,Huurder,2019
1012VB,Complainer,"420,91","168,36",,Huurder,2019
3641ET,Defendant,"679,12","679,12",,Huurder,2019
4812SG,Complainer,"500,00","341,25",,Huurder,2019
4812SG,Complainer,"550,00","376,67",,Huurder,2019
2515SV,Defendant,"842,40","842,40",,Huurder,2019
2523XK,Defendant,"900,00","900,00",,Huurder,2019
3054EB,Defendant,"478,58","478,58",,Huurder,2019
3031SN,Complainer,"415,00","237,20",,Huurder,2019
3054EB,Complainer,"419,00","393,71",,Huurder,2019
3119AL,Complainer,"795,00","698,67",,Huurder,2019
3554HE,Complainer,"191,18","116,56",,Huurder,2019
3554HE,Complainer,"276,17","220,58",,Huurder,2019
3732EZ,Defendant,"654,14","654,14",,Huurder,2019
2572NS,Complainer,,,,Huurder,2019
2312DB,Complainer,"995,00","646,28",,Huurder,2019
1403NV,Complainer,"591,50","354,90",,Huurder,2019
6543NT,Defendant,"630,05","378,03",,Huurder,2019
2561BH,Complainer,"450,00","359,25",,Huurder,2019
1017VJ,Complainer,"383,92","230,35",,Huurder,2019
6835EJ,Complainer,"670,92","536,74",,Huurder,2019
1091GA,Complainer,"416,28","166,51",,Huurder,2019
3086LZ,Complainer,"650,00","239,30",,Huurder,2019
1056ED,Defendant,"579,89","579,89",,Huurder,2019
3034EA,Defendant,"1.405,00","1.405,00",,Huurder,2019
9711KL,Complainer,,,,Huurder,2019
2571AT,Complainer,,,,Huurder,2019
2563XN,Complainer,,,,Huurder,2019
2283XR,Complainer,,,,Huurder,2019
7876AW,Defendant,,,,Huurder,2019
9725AX,Complainer,,,,Huurder,2019
5038HG,Complainer,,,,Huurder,2019
9743EG,Complainer,,,,Huurder,2019
9712KP,Complainer,"290,00","154,01",,Huurder,2019
8331JN,Complainer,"551,00","220,40",,Huurder,2019
9712KP,Complainer,"340,00","176,91",,Huurder,2019
3086XL,Defendant,,,,Huurder,2019
2522RT,Complainer,"724,52","289,81",,Huurder,2019
6811LT,Defendant,,,,Huurder,2019
2313KK,Complainer,"429,92","300,94",,Huurder,2019
2514CV,Defendant,"392,25","392,25",,Huurder,2019
6821HC,Complainer,"102,00","408,00",,Verhuurder,2019
2652HB,Defendant,,,,Huurder,2019
1628PJ,Complainer,"535,51","214,20",,Huurder,2019
2518JK,Complainer,"1.050,00","652,74",,Huurder,2019
1057KK,Complainer,,,,Huurder,2019
1511XG,Defendant,"508,58","508,58",,Huurder,2019
2555HJ,Defendant,"698,83","714,43",,Huurder,2019
2561AG,Complainer,"443,79","177,52",,Huurder,2019
9711NA,Complainer,"336,18","264,72",,Huurder,2019
3086LZ,Defendant,,,,Huurder,2019
3086LZ,Complainer,"500,00","169,82",,Huurder,2019
3086LZ,Defendant,,,,Huurder,2019
1069PW,Complainer,"678,74","542,99",,Huurder,2019
2555SC,Complainer,"355,00","142,00",,Huurder,2019
2645LJ,Complainer,"578,82","347,29",,Huurder,2019
2524AG,Defendant,"568,71","568,71",,Huurder,2019
6041GX,Complainer,"670,00","536,00",,Huurder,2019
2562PJ,Complainer,"550,00","330,00",,Huurder,2019
3067PJ,Defendant,"240,00","600,00",,Verhuurder,2019
2573SW,Complainer,,,,Huurder,2019
3083GB,Complainer,"342,09","205,25",,Huurder,2019
2544RM,Complainer,,,,Huurder,2019
2518ES,Complainer,"228,00","570,00",,Verhuurder,2019
2803VT,Complainer,,,,Verhuurder,2019
3023TD,Complainer,"660,00","567,65",,Huurder,2019
3202KC,Complainer,,,,Huurder,2019
5925bh,Defendant,"476,91","476,91",,Huurder,2019
3582GG,Complainer,"300,00","162,14",,Huurder,2019
1624XD,Defendant,"485,83","485,83",,Huurder,2019
5467CH,Defendant,,,,Huurder,2019
5741CP,Defendant,"475,00","475,00",,Huurder,2019
2622KB,Defendant,"492,40","492,40",,Huurder,2019
1091TT,Complainer,"613,22","490,58",,Huurder,2019
2562XW,Complainer,"567,00","393,71",,Huurder,2019
1055NE,Complainer,"693,08","415,82",,Huurder,2019
1771CG,Defendant,"366,75","366,75",,Huurder,2019
1774AT,Defendant,"388,80","388,80",,Huurder,2019
1064GX,Defendant,,,,Huurder,2019
2541ES,Defendant,"439,44","439,44",,Huurder,2019
2288EJ,Defendant,"699,79","699,77",,Huurder,2019
1851WE,Defendant,"607,91","607,91",,Huurder,2019
2518GP,Complainer,"619,60","301,78",,Huurder,2019
2574RK,Complainer,"600,00","480,00",,Huurder,2019
2514LZ,Complainer,,,,Huurder,2019
1703PV,Defendant,"430,17","430,17",,Huurder,2019
1103KX,Complainer,,,,Huurder,2019
2531KA,Defendant,,,,Huurder,2019
5631CM,Complainer,,,,Huurder,2019
2565KV,Defendant,,,,Huurder,2019
3582GG,Complainer,"243,00","131,38",,Huurder,2019
3037XH,Complainer,"590,00","177,00",,Huurder,2019
2573GD,Defendant,,,,Huurder,2019
5643LB,Complainer,"646,89","598,78",,Huurder,2019
1013VB,Complainer,"651,03","390,62",,Huurder,2019
5025JJ,Complainer,"369,00","110,70",,Huurder,2019
1013RJ,Complainer,"353,72","282,98",,Huurder,2019
1093DK,Defendant,"595,13","595,13",,Huurder,2019
5643LB,Complainer,"585,22","551,45",,Huurder,2019
1034XJ,Defendant,"382,30","382,30",,Huurder,2019
1076NX,Complainer,"661,47","264,59",,Huurder,2019
2562VV,Complainer,,,,Huurder,2019
2513BV,Defendant,,,,Huurder,2019
6811CG,Complainer,"600,00","360,00",,Huurder,2019
9724CX,Defendant,"706,06","706,06",,Huurder,2019
9724CX,Complainer,"693,83","672,41",,Huurder,2019
3582GG,Complainer,"437,00","285,07",,Huurder,2019
6511PB,Complainer,"264,29","197,72",,Huurder,2019
9714HG,Complainer,"275,00","260,07",,Huurder,2019
3816LD,Complainer,"438,40","131,52",,Huurder,2019
1017SE,Complainer,"416,23","249,74",,Huurder,2019
3582GG,Complainer,"189,75","162,14",,Huurder,2019
3037VW,Defendant,"467,00","467,00",,Huurder,2019
3073ER,Complainer,"489,82","195,93",,Huurder,2019
1019MP,Defendant,"550,29","550,29",,Huurder,2019
3087CK,Complainer,"597,30","477,84",,Huurder,2019
3081ZE,Complainer,"737,69","625,06",,Huurder,2019
3038RJ,Complainer,"707,00","456,80",,Huurder,2019
9722GE,Complainer,,,,Huurder,2019
9743KN,Complainer,,,,Huurder,2019
9712LK,Complainer,,,,Huurder,2019
9714BG,Complainer,"625,00","472,60",,Huurder,2019
9723ZT,Defendant,"390,55","390,55",,Huurder,2019
9713KA,Complainer,"235,00","170,66",,Huurder,2019
9713KA,Complainer,"330,00","253,87",,Huurder,2019
9713KA,Complainer,"275,00","206,02",,Huurder,2019
9718TN,Complainer,"391,80","400,30",,Verhuurder,2019
7881CR,Defendant,"626,78","626,78",,Huurder,2019
9718PN,Complainer,"280,00","249,70",,Huurder,2019
2593VL,Complainer,"895,00","479,02",,Huurder,2019
9718RS,Complainer,,,,Huurder,2019
2272BS,Complainer,"750,00","519,91",,Huurder,2019
2341HC,Complainer,"950,00","488,36",,Huurder,2019
2317NW,Complainer,"841,39","782,78",,Huurder,2019
2613RD,Complainer,"237,00","162,30",,Huurder,2019
2524KN,Complainer,"686,68","549,34",,Huurder,2019
2241PL,Defendant,,,,Huurder,2019
1098SV,Complainer,"603,97","241,59",,Huurder,2019
1074AM,Defendant,"513,51","513,51",,Huurder,2019
1097za,Complainer,"526,19","210,48",,Huurder,2019
1079TM,Complainer,"770,52","616,42",,Huurder,2019
1095KC,Defendant,"493,19","493,19",,Huurder,2019
1095KC,Complainer,"582,53","233,01",,Huurder,2019
8019AR,Complainer,"250,00","100,00",,Huurder,2019
5981TL,Defendant,"603,70","603,70",,Huurder,2019
5981ER,Complainer,"618,87","495,10",,Huurder,2019
5611JB,Complainer,"340,00","310,00",,Huurder,2019
5611JB,Complainer,"360,00","320,00",,Huurder,2019
5611JB,Complainer,"345,00","320,00",,Huurder,2019
1065XW,Complainer,"550,00","114,50",,Huurder,2019
8251EB,Defendant,,,,Huurder,2019
4332AX,Complainer,"700,00","560,00",,Huurder,2019
1811KG,Complainer,"642,35","256,94",,Huurder,2019
1078JL,Complainer,"523,08","209,23",,Huurder,2019
5611BM,Complainer,"661,44","396,86",,Huurder,2019
2561BH,Complainer,"450,00","315,00",,Huurder,2019
1076LX,Defendant,"683,09","683,09",,Huurder,2019
1052ER,Defendant,"167,44","167,44",,Huurder,2019
3531JB,Complainer,,,,Huurder,2019
2526NN,Defendant,"710,68","710,68",,Huurder,2019
8012VA,Defendant,,,,Huurder,2019
1074XR,Complainer,,,,Huurder,2019
3553EM,Complainer,,,,Huurder,2019
8011NB,Complainer,,,,Huurder,2019
8011NB,Complainer,,,,Huurder,2019
8256RE,Defendant,,,,Huurder,2019
2565KV,Defendant,"630,05","640,82",,Huurder,2019
3562SJ,Complainer,"759,00","253,89",,Huurder,2019
3562SJ,Complainer,"949,00","398,97",,Huurder,2019
3641VS,Defendant,"710,68","710,68",,Huurder,2019
1403HP,Defendant,"905,00","905,00",,Huurder,2019
8341PW,Complainer,"157,66","394,16",,Verhuurder,2019
1212ER,Complainer,"555,10","444,08",,Huurder,2019
8243CA,Defendant,,,,Huurder,2019
8243CA,Defendant,,,,Huurder,2019
3552XP,Complainer,,,,Huurder,2019
3552XP,Complainer,,,,Huurder,2019
8022CJ,Complainer,"594,20","534,78",,Huurder,2019
1098SX,Defendant,,,,Huurder,2019
1104EA,Complainer,,,,Huurder,2019
1087BW,Defendant,"692,70","692,70",,Huurder,2019
1098SZ,Complainer,,,,Huurder,2019
1066EA,Defendant,,,,Huurder,2019
2037AN,Complainer,,,,Huurder,2019
1098SZ,Complainer,,,,Huurder,2019
1098SX,Complainer,,,,Huurder,2019
1098SZ,Complainer,,,,Huurder,2019
9781AP,Complainer,"670,24","402,14",,Huurder,2019
7823EH,Complainer,"573,48","458,78",,Huurder,2019
9716CX,Complainer,"569,76","523,08",,Huurder,2019
1018GB,Defendant,,,,Huurder,2019
1032XJ,Complainer,,,,Huurder,2019
1991RA,Defendant,,,,Huurder,2019
1991RG,Defendant,,,,Huurder,2019
9725CC,Complainer,"640,00","256,00",,Huurder,2019
9001HX,Defendant,,,,Huurder,2019
9713JW,Complainer,"278,56","214,33",,Huurder,2019
1058CW,Defendant,,,,Huurder,2019
1223GZ,Defendant,,,,Huurder,2019
1079JP,Defendant,,,,Huurder,2019
2316HB,Defendant,,,,Huurder,2019
4532BK,Complainer,"595,00","238,00",,Huurder,2019
9717JT,Defendant,"985,00","985,00",,Huurder,2019
1018AK,Defendant,,,,Huurder,2019
1052ER,Defendant,"1.550,00","877,43",,Huurder,2019
1076LP,Complainer,"518,68","311,21",,Huurder,2019
9715CL,Defendant,"679,39","679,39",,Huurder,2019
9711XT,Defendant,"541,49","541,49",,Huurder,2019
1053ED,Defendant,,,,Huurder,2019
9715CL,Complainer,"679,39","271,76",,Huurder,2019
9716CT,Defendant,"419,99","428,99",,Huurder,2019
9501GK,Defendant,"464,96","464,96",,Huurder,2019
1054CS,Complainer,"701,08","280,43",,Huurder,2019
1058SV,Complainer,"572,72","229,09",,Huurder,2019
2526HW,Complainer,"639,86","639,86",,Huurder,2019
1079VH,Complainer,"418,34","167,34",,Huurder,2019
2033GL,Defendant,"512,30","512,30",,Huurder,2019
2011GB,Complainer,"900,00","99,00",,Huurder,2019
9727JL,Complainer,"288,00","158,40",,Huurder,2019
1411VB,Defendant,"601,43","601,43",,Huurder,2019
1098TA,Complainer,,,,Huurder,2019
1033TK,Defendant,"481,58","481,58",,Huurder,2019
1021HJ,Complainer,"535,10","160,53",,Huurder,2019
1215LC,Complainer,"479,07","191,63",,Huurder,2019
1021HM,Defendant,"549,26","549,26",,Huurder,2019
1013LD,Defendant,"1.000,00","1.000,00",,Huurder,2019
1544PJ,Defendant,"623,59","623,59",,Huurder,2019
5473EA,Defendant,"463,61","463,61",,Huurder,2019
1073HW,Complainer,"607,46","242,98",,Huurder,2019
3901PM,Defendant,"598,54","598,54",,Huurder,2019
1211NR,Complainer,"375,19","300,15",,Huurder,2019
1501ZN,Complainer,"643,54","514,83",,Huurder,2019
2131SL,Defendant,,,,Huurder,2019
2574RK,Defendant,"600,00","600,00",,Huurder,2019
3071AL,Defendant,"654,10","654,10",,Huurder,2019
2011TS,Defendant,"1.050,00","1.050,00",,Huurder,2019
1069VD,Defendant,"605,29","605,29",,Huurder,2019
1057VH,Defendant,"688,02","688,02",,Huurder,2019
2532EN,Defendant,"491,83","491,83",,Huurder,2019
9724CX,Complainer,,,,Huurder,2019
3523HJ,Complainer,,,,Huurder,2019
1079PX,Defendant,,,,Huurder,2019
1079MR,Defendant,,,,Huurder,2019
9724CX,Complainer,,,,Huurder,2019
2803WB,Complainer,,,,Verhuurder,2019
1013NJ,Defendant,,,,Huurder,2019
4521BJ,Complainer,"441,58","264,94",,Huurder,2019
4388LD,Defendant,,,,Huurder,2019
2546CH,Complainer,"561,98","168,59",,Huurder,2019
1964PN,Defendant,"609,93","609,93",,Huurder,2019
5611HJ,Complainer,"270,00","108,00",,Huurder,2019
3074LA,Complainer,"710,00","284,00",,Huurder,2019
2312WB,Complainer,,,,Huurder,2019
1443VP,Defendant,"573,99","573,99",,Huurder,2019
2316HB,Complainer,"599,78","441,03",,Huurder,2019
1015WL,Defendant,"2.500,00","2.500,00",,Huurder,2019
2266NB,Complainer,"744,46","297,78",,Huurder,2019
1043CP,Complainer,"808,27","611,26",,Huurder,2019
2581VL,Complainer,"726,30","609,29",,Huurder,2019
1075SW,Complainer,"288,79","115,52",,Huurder,2019
1015LC,Defendant,,,,Huurder,2019
2587AT,Complainer,"670,00","268,00",,Huurder,2019
2011ZW,Complainer,,,,Huurder,2019
1056WP,Complainer,"693,09","554,47",,Huurder,2019
2515DB,Defendant,,,,Huurder,2019
5701RG,Complainer,"691,87","276,75",,Huurder,2019
9712NK,Complainer,,,,Huurder,2019
1065XW,Complainer,"420,00","102,01",,Huurder,2019
1066DP,Complainer,"525,31","315,18",,Huurder,2019
1065XW,Complainer,"455,00","218,52",,Huurder,2019
1065XW,Complainer,"525,00","95,76",,Huurder,2019
1059BS,Defendant,"265,97","265,97",,Huurder,2019
1062HJ,Complainer,"1.345,00","542,94",,Huurder,2019
9422CA,Complainer,,,,Huurder,2019
1015LB,Complainer,"167,15","417,88",,Verhuurder,2019
3562SJ,Complainer,,,,Huurder,2019
3526JV,Complainer,,,,Huurder,2019
3562SJ,Complainer,,,,Huurder,2019
3562SJ,Complainer,,,,Huurder,2019
3562SJ,Complainer,,,,Huurder,2019
3562SJ,Complainer,,,,Huurder,2019
1053TZ,Complainer,"317,47","126,99",,Huurder,2019
2182KV,Defendant,,,,Huurder,2019
3554XV,Defendant,"695,00","278,00",,Huurder,2019
3145ET,Complainer,"785,71","314,28",,Huurder,2019
3554XV,Complainer,"695,00","364,06",,Huurder,2019
3562SJ,Complainer,,,,Huurder,2019
2672HT,Defendant,"800,00","798,59",,Huurder,2019
3332KG,Complainer,"710,68","497,48",,Huurder,2019
3021WP,Complainer,"414,48","165,79",,Huurder,2019
2522DS,Complainer,"762,30","640,28",,Huurder,2019
2522DS,Complainer,"762,30","640,28",,Huurder,2019
3312JK,Complainer,"443,00","177,20",,Huurder,2019
2531HA,Defendant,,,,Huurder,2019
